Model,MDO4104-3
Firmware Version,3.18

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.2,
Horizontal Delay,1.82,
Sample Interval,2e-05,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,20,0.02
Vertical Position,-0.18,-0.74
,,
,,
,,
Label,,
TIME,CH1,CH3
1.346860e+00,83.35,-0.000390625
1.346880e+00,83.3594,-0.00101875
1.346900e+00,83.3469,-0.00121563
1.346920e+00,83.3375,-0.000134375
1.346940e+00,83.3406,0.00106563
1.346960e+00,83.3125,-0.0005
1.346980e+00,83.3187,-0.000409375
1.347000e+00,83.3219,-0.00157188
1.347020e+00,83.3094,-0.00143438
1.347040e+00,83.3656,0.00255938
1.347060e+00,83.3469,-0.00113125
1.347080e+00,83.2938,-0.000446875
1.347100e+00,83.3406,-0.000571875
1.347120e+00,83.3469,-0.00153125
1.347140e+00,83.3469,0.0034125
1.347160e+00,83.3187,-0.0020875
1.347180e+00,83.325,0.00112187
1.347200e+00,83.3375,-0.00147188
1.347220e+00,83.3,-0.00278437
1.347240e+00,83.3625,0.00356562
1.347260e+00,83.3375,-0.00118438
1.347280e+00,83.325,0.000903125
1.347300e+00,83.3406,-0.00203125
1.347320e+00,83.2969,-0.00196562
1.347340e+00,83.2875,0.002525
1.347360e+00,83.3125,-0.00044375
1.347380e+00,83.3406,0.000384375
1.347400e+00,83.3656,-0.00146875
1.347420e+00,83.3187,-0.00132188
1.347440e+00,83.3219,0.0009875
1.347460e+00,83.2781,0.000278125
1.347480e+00,83.3063,0.00149375
1.347500e+00,83.3219,-0.00155938
1.347520e+00,83.325,-0.000403125
1.347540e+00,83.325,1.25e-05
1.347560e+00,83.3344,0.00104062
1.347580e+00,83.3281,0.00113437
1.347600e+00,83.3,-0.00177187
1.347620e+00,83.2938,-0.00034375
1.347640e+00,83.3063,-0.00173437
1.347660e+00,83.3375,0.00198125
1.347680e+00,83.3281,0.00030625
1.347700e+00,83.3406,-0.00124062
1.347720e+00,83.3219,-0.000190625
1.347740e+00,83.2719,-0.0031125
1.347760e+00,83.3063,0.00297812
1.347780e+00,83.3094,-0.001025
1.347800e+00,83.3531,0.00036875
1.347820e+00,83.3125,-0.00039375
1.347840e+00,83.3063,-0.00374688
1.347860e+00,83.35,0.00346875
1.347880e+00,83.3594,-0.000903125
1.347900e+00,83.3094,0.000365625
1.347920e+00,83.3094,-0.000584375
1.347940e+00,83.2812,-0.00358438
1.347960e+00,83.3219,0.00274687
1.347980e+00,83.3094,-0.000821875
1.348000e+00,83.3125,0.000409375
1.348020e+00,83.325,-0.000303125
1.348040e+00,83.325,-0.00269688
1.348060e+00,83.3531,0.0008375
1.348080e+00,83.3531,0.000178125
1.348100e+00,83.3219,0.000659375
1.348120e+00,83.3344,-0.00183125
1.348140e+00,83.35,-0.00201875
1.348160e+00,83.3531,-5.3125e-05
1.348180e+00,83.3656,0.000634375
1.348200e+00,83.3781,0.00114688
1.348220e+00,83.3469,-0.0010875
1.348240e+00,83.3406,-0.00029375
1.348260e+00,83.3094,-0.000859375
1.348280e+00,83.2969,0.00112187
1.348300e+00,83.325,0.0008875
1.348320e+00,83.3,-0.0013625
1.348340e+00,83.3219,-0.000721875
1.348360e+00,83.3063,-0.002125
1.348380e+00,83.3281,0.0020625
1.348400e+00,83.2844,-0.0001625
1.348420e+00,83.3063,-0.00120312
1.348440e+00,83.3219,0.000203125
1.348460e+00,83.2844,-0.0030875
1.348480e+00,83.3375,0.00219062
1.348500e+00,83.3219,0.00078125
1.348520e+00,83.3406,-0.000725
1.348540e+00,83.3906,0.00036875
1.348560e+00,83.3531,-0.00338437
1.348580e+00,83.3875,0.00212812
1.348600e+00,83.3469,0.000809375
1.348620e+00,83.325,-0.0005
1.348640e+00,83.3594,-0.000446875
1.348660e+00,83.2938,-0.0033
1.348680e+00,83.325,0.00054375
1.348700e+00,83.3375,0.0009625
1.348720e+00,83.3594,0.000178125
1.348740e+00,83.325,-0.00023125
1.348760e+00,83.3094,-0.0020875
1.348780e+00,83.325,-0.00026875
1.348800e+00,83.3375,0.00107812
1.348820e+00,83.3469,0.000290625
1.348840e+00,83.3375,-0.00010625
1.348860e+00,83.3625,-0.00241875
1.348880e+00,83.3281,-0.00071875
1.348900e+00,83.3625,0.00111875
1.348920e+00,83.3406,-9.6875e-05
1.348940e+00,83.3094,-0.0004625
1.348960e+00,83.3344,-0.00223438
1.348980e+00,83.3594,-0.000540625
1.349000e+00,83.35,0.00151875
1.349020e+00,83.35,0.000853125
1.349040e+00,83.3375,-0.0003125
1.349060e+00,83.3875,-0.00118438
1.349080e+00,83.375,-0.0015375
1.349100e+00,83.3688,0.000675
1.349120e+00,83.3781,0.000803125
1.349140e+00,83.3906,-0.000421875
1.349160e+00,83.3187,-0.000871875
1.349180e+00,83.3187,-0.00172188
1.349200e+00,83.3125,0.000203125
1.349220e+00,83.3063,0.00155625
1.349240e+00,83.3125,-0.00156875
1.349260e+00,83.2969,-0.0003
1.349280e+00,83.325,-0.00204063
1.349300e+00,83.3375,-0.0012
1.349320e+00,83.35,0.00202187
1.349340e+00,83.3469,-0.0005625
1.349360e+00,83.3375,0.000246875
1.349380e+00,83.3063,-0.00142812
1.349400e+00,83.2938,-0.00120937
1.349420e+00,83.2844,0.00241875
1.349440e+00,83.2938,-0.000721875
1.349460e+00,83.3375,-0.00013125
1.349480e+00,83.2969,-0.0020875
1.349500e+00,83.3219,-0.00219375
1.349520e+00,83.3187,0.00264687
1.349540e+00,83.3187,-0.00103125
1.349560e+00,83.3281,7.1875e-05
1.349580e+00,83.3469,-0.00305313
1.349600e+00,83.3125,-0.00179687
1.349620e+00,83.3187,0.00176562
1.349640e+00,83.3094,-0.000375
1.349660e+00,83.3219,0.00054375
1.349680e+00,83.325,-0.00148125
1.349700e+00,83.3219,-0.000984375
1.349720e+00,83.35,0.00137813
1.349740e+00,83.3219,0.0002625
1.349760e+00,83.3125,0.000703125
1.349780e+00,83.3219,-0.00160937
1.349800e+00,83.2719,-0.0011875
1.349820e+00,83.3281,-0.000259375
1.349840e+00,83.3063,0.00093125
1.349860e+00,83.2969,-8.125e-05
1.349880e+00,83.3187,-0.0014625
1.349900e+00,83.3094,-0.000721875
1.349920e+00,83.3281,-0.00209062
1.349940e+00,83.325,0.0015625
1.349960e+00,83.3125,-0.000625
1.349980e+00,83.3125,-0.000834375
1.350000e+00,83.3,-0.00089375
1.350020e+00,83.3344,-0.00353437
1.350040e+00,83.3656,0.00301875
1.350060e+00,83.3625,-0.000859375
1.350080e+00,83.3063,-0.0004125
1.350100e+00,83.3094,-0.000759375
1.350120e+00,83.3219,-0.0029625
1.350140e+00,83.3125,0.00326875
1.350160e+00,83.3063,-0.00131875
1.350180e+00,83.3,9.6875e-05
1.350200e+00,83.2844,-0.0016125
1.350220e+00,83.3063,-0.00324375
1.350240e+00,83.3281,0.0026
1.350260e+00,83.3281,-0.00136562
1.350280e+00,83.325,0.00084375
1.350300e+00,83.3281,-0.00131875
1.350320e+00,83.3125,-0.00239687
1.350340e+00,83.3531,0.00225937
1.350360e+00,83.3344,-0.00112188
1.350380e+00,83.3,0.00124687
1.350400e+00,83.3,-0.00098125
1.350420e+00,83.3094,-0.00222813
1.350440e+00,83.3063,-2.8125e-05
1.350460e+00,83.3375,-0.000159375
1.350480e+00,83.3531,0.000465625
1.350500e+00,83.3219,-0.00112813
1.350520e+00,83.3594,-0.000584375
1.350540e+00,83.3,-0.00095
1.350560e+00,83.3187,0.00173125
1.350580e+00,83.2812,0.0004125
1.350600e+00,83.2969,-0.00183125
1.350620e+00,83.3,-0.0005875
1.350640e+00,83.2875,-0.00306875
1.350660e+00,83.3281,0.00202187
1.350680e+00,83.3125,0.000571875
1.350700e+00,83.3375,-0.00155312
1.350720e+00,83.3594,-7.8125e-05
1.350740e+00,83.3219,-0.00367188
1.350760e+00,83.3375,0.00229375
1.350780e+00,83.3281,0.000890625
1.350800e+00,83.3406,-0.0007375
1.350820e+00,83.3625,0.000128125
1.350840e+00,83.3375,-0.00323438
1.350860e+00,83.3469,0.00255
1.350880e+00,83.3469,7.1875e-05
1.350900e+00,83.3125,0.000221875
1.350920e+00,83.3406,-0.000684375
1.350940e+00,83.2781,-0.00256562
1.350960e+00,83.2812,0.0010625
1.350980e+00,83.3187,0.00054375
1.351000e+00,83.3281,0.00054375
1.351020e+00,83.3125,-4.0625e-05
1.351040e+00,83.3,-0.00325
1.351060e+00,83.325,2.8125e-05
1.351080e+00,83.3406,0.000396875
1.351100e+00,83.35,0.000646875
1.351120e+00,83.3125,0.00010625
1.351140e+00,83.3094,-0.00202187
1.351160e+00,83.3094,-0.00086875
1.351180e+00,83.2938,0.000921875
1.351200e+00,83.2938,0.00049375
1.351220e+00,83.3063,-0.000228125
1.351240e+00,83.3219,-0.000953125
1.351260e+00,83.3125,-0.0019
1.351280e+00,83.3219,0.0007375
1.351300e+00,83.3469,0.000484375
1.351320e+00,83.3219,-0.000696875
1.351340e+00,83.3,-0.000965625
1.351360e+00,83.3219,-0.002525
1.351380e+00,83.325,0.00010625
1.351400e+00,83.2969,0.00125313
1.351420e+00,83.2656,-0.00065
1.351440e+00,83.2969,-0.00134063
1.351460e+00,83.3063,-0.0024
1.351480e+00,83.2781,0.000809375
1.351500e+00,83.2719,0.00129687
1.351520e+00,83.2469,-0.00109063
1.351540e+00,83.2562,-0.0006625
1.351560e+00,83.2469,-0.00169063
1.351580e+00,83.2719,0.00033125
1.351600e+00,83.3125,0.00218438
1.351620e+00,83.2875,-0.00093125
1.351640e+00,83.2875,0.00049375
1.351660e+00,83.3,-0.00225938
1.351680e+00,83.3063,-0.000684375
1.351700e+00,83.3469,0.00260938
1.351720e+00,83.325,-0.000575
1.351740e+00,83.3344,0.00015
1.351760e+00,83.3,-0.00195312
1.351780e+00,83.2875,-0.00184375
1.351800e+00,83.3063,0.00170938
1.351820e+00,83.3,-0.000246875
1.351840e+00,83.2875,0.00104062
1.351860e+00,83.3063,-0.0019625
1.351880e+00,83.3187,-0.00163438
1.351900e+00,83.3469,0.00217188
1.351920e+00,83.3625,-0.000328125
1.351940e+00,83.3781,0.000915625
1.351960e+00,83.3094,-0.00215
1.351980e+00,83.2969,-0.00128438
1.352000e+00,83.3281,0.000640625
1.352020e+00,83.3063,0.0008125
1.352040e+00,83.2938,0.000565625
1.352060e+00,83.2875,-0.00217188
1.352080e+00,83.3187,-0.00105312
1.352100e+00,83.2812,-0.00036875
1.352120e+00,83.2812,0.00162812
1.352140e+00,83.2781,-0.000159375
1.352160e+00,83.3281,-0.00170625
1.352180e+00,83.3125,-0.0011
1.352200e+00,83.3125,-0.00216875
1.352220e+00,83.3219,0.00229688
1.352240e+00,83.2687,-0.000759375
1.352260e+00,83.2781,-0.000515625
1.352280e+00,83.2562,-0.0016
1.352300e+00,83.2844,-0.00276563
1.352320e+00,83.2938,0.00322188
1.352340e+00,83.325,-0.00145625
1.352360e+00,83.3187,0.000421875
1.352380e+00,83.3125,-0.00068125
1.352400e+00,83.325,-0.00275625
1.352420e+00,83.3281,0.00341563
1.352440e+00,83.3,-0.00147188
1.352460e+00,83.3094,0.000134375
1.352480e+00,83.3219,-0.00118125
1.352500e+00,83.2687,-0.00345
1.352520e+00,83.3063,0.00214375
1.352540e+00,83.3375,-0.000734375
1.352560e+00,83.2812,6.5625e-05
1.352580e+00,83.3063,-0.00155
1.352600e+00,83.2719,-0.0019625
1.352620e+00,83.3125,0.00161563
1.352640e+00,83.2812,-0.000759375
1.352660e+00,83.2938,0.00061875
1.352680e+00,83.3063,-0.0011625
1.352700e+00,83.3125,-0.0020875
1.352720e+00,83.2687,-0.0005
1.352740e+00,83.2875,0.000428125
1.352760e+00,83.3281,0.000653125
1.352780e+00,83.3094,-0.00282813
1.352800e+00,83.3,-0.000665625
1.352820e+00,83.3187,-0.00191875
1.352840e+00,83.3625,0.00144688
1.352860e+00,83.3469,0.00030625
1.352880e+00,83.3344,-0.00152187
1.352900e+00,83.3187,-0.000471875
1.352920e+00,83.2969,-0.00241875
1.352940e+00,83.2938,0.00227813
1.352960e+00,83.2969,-0.0009625
1.352980e+00,83.3219,-0.00176875
1.353000e+00,83.325,-0.00066875
1.353020e+00,83.3,-0.0041375
1.353040e+00,83.3375,0.00307187
1.353060e+00,83.3375,-0.00088125
1.353080e+00,83.3594,-0.000103125
1.353100e+00,83.3125,2.8125e-05
1.353120e+00,83.2969,-0.00376563
1.353140e+00,83.325,0.0023375
1.353160e+00,83.3344,-0.00055625
1.353180e+00,83.3375,-0.000621875
1.353200e+00,83.3,0
1.353220e+00,83.2594,-0.00337187
1.353240e+00,83.3,0.00109062
1.353260e+00,83.3063,-0.000484375
1.353280e+00,83.3125,-0.000146875
1.353300e+00,83.3,-0.000965625
1.353320e+00,83.3375,-0.002225
1.353340e+00,83.3344,6.875e-05
1.353360e+00,83.2875,-0.000115625
1.353380e+00,83.325,0.000553125
1.353400e+00,83.3219,-0.000621875
1.353420e+00,83.3063,-0.00179063
1.353440e+00,83.3406,-0.000984375
1.353460e+00,83.2969,0.000346875
1.353480e+00,83.2938,0.00105625
1.353500e+00,83.3219,-0.00124375
1.353520e+00,83.3187,-0.00107187
1.353540e+00,83.3469,-0.00190625
1.353560e+00,83.3469,0.00116562
1.353580e+00,83.3094,0.000646875
1.353600e+00,83.3,-0.00205625
1.353620e+00,83.3063,-0.00105
1.353640e+00,83.3281,-0.0022
1.353660e+00,83.3125,0.00229062
1.353680e+00,83.3187,0.000128125
1.353700e+00,83.3,-0.0012625
1.353720e+00,83.2969,-0.000396875
1.353740e+00,83.2812,-0.0029625
1.353760e+00,83.3219,0.000953125
1.353780e+00,83.3125,0.00103438
1.353800e+00,83.2969,-0.00136562
1.353820e+00,83.3469,-0.000284375
1.353840e+00,83.3406,-0.0028875
1.353860e+00,83.2844,4.0625e-05
1.353880e+00,83.3187,0.00125625
1.353900e+00,83.325,-0.000875
1.353920e+00,83.3125,-0.000528125
1.353940e+00,83.2812,-0.0023375
1.353960e+00,83.2562,-0.000921875
1.353980e+00,83.2656,0.00114688
1.354000e+00,83.2719,-0.000553125
1.354020e+00,83.2812,1.5625e-05
1.354040e+00,83.2875,-0.00245
1.354060e+00,83.2844,-0.000771875
1.354080e+00,83.3281,0.00136563
1.354100e+00,83.3406,0.000525
1.354120e+00,83.3187,6.5625e-05
1.354140e+00,83.3187,-0.00213125
1.354160e+00,83.3094,-0.00126875
1.354180e+00,83.3688,0.00170625
1.354200e+00,83.3531,-0.000184375
1.354220e+00,83.3406,-0.000115625
1.354240e+00,83.3406,-0.00181563
1.354260e+00,83.3125,-0.00184375
1.354280e+00,83.3625,0.000928125
1.354300e+00,83.3125,0.000509375
1.354320e+00,83.3125,-0.000275
1.354340e+00,83.3406,-0.00085625
1.354360e+00,83.3344,-0.00302812
1.354380e+00,83.3406,0.0003
1.354400e+00,83.3656,0.001
1.354420e+00,83.3594,-0.000603125
1.354440e+00,83.3531,-0.000584375
1.354460e+00,83.35,-0.00110625
1.354480e+00,83.3375,-0.00171563
1.354500e+00,83.3344,0.0016625
1.354520e+00,83.325,-0.00159375
1.354540e+00,83.3344,-0.00104687
1.354560e+00,83.3656,-0.00115938
1.354580e+00,83.325,-0.00261562
1.354600e+00,83.3469,0.00257813
1.354620e+00,83.2719,-0.00156875
1.354640e+00,83.3063,-0.00024375
1.354660e+00,83.3344,-0.00188438
1.354680e+00,83.3375,-0.00235
1.354700e+00,83.3625,0.0028
1.354720e+00,83.3094,-0.00124375
1.354740e+00,83.3281,0.000996875
1.354760e+00,83.3187,-0.00172188
1.354780e+00,83.2719,-0.00207188
1.354800e+00,83.3406,0.00295938
1.354820e+00,83.3469,-0.00125625
1.354840e+00,83.3281,0.00115312
1.354860e+00,83.3344,-0.00238438
1.354880e+00,83.3375,-0.00245937
1.354900e+00,83.3469,0.00127188
1.354920e+00,83.3469,-0.0005
1.354940e+00,83.3625,0.000703125
1.354960e+00,83.3281,-0.00231563
1.354980e+00,83.325,-0.0017
1.355000e+00,83.3469,5.625e-05
1.355020e+00,83.325,0.00075
1.355040e+00,83.3125,0.000225
1.355060e+00,83.3219,-0.00161875
1.355080e+00,83.3281,-0.000790625
1.355100e+00,83.3531,-0.00188125
1.355120e+00,83.3625,0.00202187
1.355140e+00,83.2938,1.5625e-05
1.355160e+00,83.3406,-0.00112188
1.355180e+00,83.3281,0.000728125
1.355200e+00,83.2969,-0.003325
1.355220e+00,83.3344,0.00303125
1.355240e+00,83.3469,-0.000309375
1.355260e+00,83.3,-0.00065625
1.355280e+00,83.3,-0.00065625
1.355300e+00,83.3,-0.0039
1.355320e+00,83.3187,0.00272188
1.355340e+00,83.2969,-0.000228125
1.355360e+00,83.2812,-6.25e-05
1.355380e+00,83.3094,8.75e-05
1.355400e+00,83.2938,-0.0025125
1.355420e+00,83.35,0.002975
1.355440e+00,83.3688,-0.00084375
1.355460e+00,83.3469,0.000578125
1.355480e+00,83.3281,-0.00123125
1.355500e+00,83.3094,-0.0027125
1.355520e+00,83.3063,0.00289375
1.355540e+00,83.3375,-0.000821875
1.355560e+00,83.3406,0.00099375
1.355580e+00,83.3375,-0.00086875
1.355600e+00,83.3469,-0.00235625
1.355620e+00,83.3406,0.0005625
1.355640e+00,83.3187,0.00036875
1.355660e+00,83.325,0.000646875
1.355680e+00,83.3375,-0.0010375
1.355700e+00,83.3219,-0.001375
1.355720e+00,83.3187,-0.00164062
1.355740e+00,83.3406,0.000975
1.355760e+00,83.3187,-0.000115625
1.355780e+00,83.3125,-0.00163125
1.355800e+00,83.3531,-0.000853125
1.355820e+00,83.3406,-0.00231875
1.355840e+00,83.3469,0.00188125
1.355860e+00,83.3219,0.0005375
1.355880e+00,83.3406,-0.00113437
1.355900e+00,83.325,1.5625e-05
1.355920e+00,83.3063,-0.003125
1.355940e+00,83.3281,0.00177188
1.355960e+00,83.3625,0.000509375
1.355980e+00,83.3531,-0.00141875
1.356000e+00,83.2812,-0.0011875
1.356020e+00,83.3406,-0.00349063
1.356040e+00,83.3406,0.00181875
1.356060e+00,83.3594,0.000871875
1.356080e+00,83.3406,-0.000328125
1.356100e+00,83.3406,3.4375e-05
1.356120e+00,83.3281,-0.00331562
1.356140e+00,83.3344,0.000590625
1.356160e+00,83.3187,0.000590625
1.356180e+00,83.2969,-7.5e-05
1.356200e+00,83.3531,0.000353125
1.356220e+00,83.3125,-0.00311563
1.356240e+00,83.325,-0.000459375
1.356260e+00,83.375,0.000675
1.356280e+00,83.3469,-0.00026875
1.356300e+00,83.325,0.000365625
1.356320e+00,83.2812,-0.002525
1.356340e+00,83.3063,-0.00115625
1.356360e+00,83.35,0.0014125
1.356380e+00,83.3469,0.000353125
1.356400e+00,83.35,-0.000153125
1.356420e+00,83.3375,-0.00242812
1.356440e+00,83.3094,-0.00157812
1.356460e+00,83.3219,0.00098125
1.356480e+00,83.3094,0.000796875
1.356500e+00,83.325,-0.00055625
1.356520e+00,83.3469,-0.000990625
1.356540e+00,83.3125,-0.0021375
1.356560e+00,83.3344,-0.000303125
1.356580e+00,83.3469,0.0007625
1.356600e+00,83.3469,-0.00035
1.356620e+00,83.3219,-0.00105
1.356640e+00,83.325,-0.00143438
1.356660e+00,83.3281,0.000421875
1.356680e+00,83.3594,0.00169375
1.356700e+00,83.3594,-0.00104062
1.356720e+00,83.3344,-0.0005875
1.356740e+00,83.3281,-0.00167187
1.356760e+00,83.3625,-0.000528125
1.356780e+00,83.3875,0.00234063
1.356800e+00,83.3531,-0.00112813
1.356820e+00,83.3531,-0.000125
1.356840e+00,83.375,-0.00149062
1.356860e+00,83.3812,-0.000853125
1.356880e+00,83.4094,0.00259688
1.356900e+00,83.3906,-0.0003375
1.356920e+00,83.3656,-0.00024375
1.356940e+00,83.3344,-0.00179063
1.356960e+00,83.3375,-0.0017875
1.356980e+00,83.3594,0.00351562
1.357000e+00,83.3219,-0.00157188
1.357020e+00,83.375,0.000484375
1.357040e+00,83.3469,-0.0022375
1.357060e+00,83.3281,-0.0025625
1.357080e+00,83.3594,0.00272812
1.357100e+00,83.3688,-0.0004625
1.357120e+00,83.375,0.00064375
1.357140e+00,83.3937,-0.00170312
1.357160e+00,83.3656,-0.00184375
1.357180e+00,83.375,0.000809375
1.357200e+00,83.3375,-0.00051875
1.357220e+00,83.3594,0.00109062
1.357240e+00,83.3406,-0.00223438
1.357260e+00,83.3125,-0.00104687
1.357280e+00,83.3531,-0.000628125
1.357300e+00,83.3406,0.00103438
1.357320e+00,83.35,0.000328125
1.357340e+00,83.3594,-0.00145
1.357360e+00,83.3906,-0.00088125
1.357380e+00,83.4094,-0.00139062
1.357400e+00,83.3781,0.00175
1.357420e+00,83.3594,0.00021875
1.357440e+00,83.3656,-0.00108125
1.357460e+00,83.3625,-0.00125625
1.357480e+00,83.3406,-0.00297813
1.357500e+00,83.3125,0.00257187
1.357520e+00,83.3656,-0.00086875
1.357540e+00,83.3344,-0.0004125
1.357560e+00,83.3969,-0.000246875
1.357580e+00,83.3469,-0.00302812
1.357600e+00,83.3531,0.00356562
1.357620e+00,83.3281,-0.00137188
1.357640e+00,83.3125,-0.000240625
1.357660e+00,83.3688,-0.00104687
1.357680e+00,83.3344,-0.00393125
1.357700e+00,83.3688,0.0031375
1.357720e+00,83.3469,-0.00115313
1.357740e+00,83.3812,0.000821875
1.357760e+00,83.3906,-0.00103125
1.357780e+00,83.375,-0.002575
1.357800e+00,83.3812,0.0020875
1.357820e+00,83.3281,-0.00119688
1.357840e+00,83.3375,0.0014375
1.357860e+00,83.3063,-0.00155
1.357880e+00,83.3219,-0.00134688
1.357900e+00,83.3406,0.00053125
1.357920e+00,83.375,0.000221875
1.357940e+00,83.3812,0.00114375
1.357960e+00,83.3469,-0.00211562
1.357980e+00,83.3375,-0.000921875
1.358000e+00,83.3406,-0.00128125
1.358020e+00,83.2969,0.00078125
1.358040e+00,83.2812,0.0005875
1.358060e+00,83.3219,-0.00137813
1.358080e+00,83.3656,-0.000734375
1.358100e+00,83.3094,-0.00200938
1.358120e+00,83.3594,0.00233125
1.358140e+00,83.3344,0.00091875
1.358160e+00,83.3531,-0.0009125
1.358180e+00,83.3688,-0.000559375
1.358200e+00,83.3594,-0.00312187
1.358220e+00,83.375,0.00226563
1.358240e+00,83.325,-0.00011875
1.358260e+00,83.2594,-0.00100625
1.358280e+00,83.3125,-0.00058125
1.358300e+00,83.3,-0.00425625
1.358320e+00,83.3469,0.0026375
1.358340e+00,83.3688,0.000525
1.358360e+00,83.3344,-0.000159375
1.358380e+00,83.35,-0.00025625
1.358400e+00,83.3594,-0.00325
1.358420e+00,83.375,0.0015625
1.358440e+00,83.3531,0.00089375
1.358460e+00,83.3125,-0.0005125
1.358480e+00,83.3125,-0.000365625
1.358500e+00,83.3344,-0.00306562
1.358520e+00,83.35,0.000209375
1.358540e+00,83.3656,0.000971875
1.358560e+00,83.3063,0.00015625
1.358580e+00,83.3125,-0.00105
1.358600e+00,83.3344,-0.00129375
1.358620e+00,83.3219,-0.000884375
1.358640e+00,83.3281,0.000165625
1.358660e+00,83.3469,2.8125e-05
1.358680e+00,83.3406,-0.00073125
1.358700e+00,83.35,-0.00180312
1.358720e+00,83.3656,-0.0016625
1.358740e+00,83.3063,0.00171875
1.358760e+00,83.325,0.000365625
1.358780e+00,83.3781,-0.000771875
1.358800e+00,83.3344,-0.00189375
1.358820e+00,83.2875,-0.00252812
1.358840e+00,83.3187,0.00144062
1.358860e+00,83.3531,0.000490625
1.358880e+00,83.3531,-0.00058125
1.358900e+00,83.3625,-0.000446875
1.358920e+00,83.3812,-0.00209062
1.358940e+00,83.3594,0.00069375
1.358960e+00,83.3281,0.00122188
1.358980e+00,83.2938,-0.000853125
1.359000e+00,83.3469,-0.00086875
1.359020e+00,83.4062,-0.0017
1.359040e+00,83.3781,-2.1875e-05
1.359060e+00,83.3625,0.0017375
1.359080e+00,83.3375,-0.0013
1.359100e+00,83.3656,0.000465625
1.359120e+00,83.3531,-0.0019
1.359140e+00,83.3781,-0.00126875
1.359160e+00,83.3969,0.00154375
1.359180e+00,83.3656,-0.0013
1.359200e+00,83.2938,-0.00070625
1.359220e+00,83.325,-0.00195937
1.359240e+00,83.3375,-0.00130625
1.359260e+00,83.3531,0.00210938
1.359280e+00,83.3187,-0.000465625
1.359300e+00,83.3,0.00054375
1.359320e+00,83.3125,-0.00198125
1.359340e+00,83.3094,-0.0015
1.359360e+00,83.3656,0.00181562
1.359380e+00,83.3531,-0.000515625
1.359400e+00,83.3594,0.000653125
1.359420e+00,83.3,-0.00201563
1.359440e+00,83.2938,-0.00241875
1.359460e+00,83.3125,0.000975
1.359480e+00,83.325,-0.00034375
1.359500e+00,83.2875,0.00034375
1.359520e+00,83.2938,-0.00192187
1.359540e+00,83.3125,-0.0013125
1.359560e+00,83.35,0.000175
1.359580e+00,83.3344,0.00098125
1.359600e+00,83.3281,-0.0002
1.359620e+00,83.325,-0.001825
1.359640e+00,83.3281,-0.000115625
1.359660e+00,83.3219,-0.0016125
1.359680e+00,83.3344,0.00240938
1.359700e+00,83.3187,-0.000921875
1.359720e+00,83.2969,-0.0010375
1.359740e+00,83.3094,-0.00123125
1.359760e+00,83.3187,-0.0031375
1.359780e+00,83.3219,0.00272188
1.359800e+00,83.2812,-0.00163125
1.359820e+00,83.3125,-0.00103438
1.359840e+00,83.3063,-0.00173125
1.359860e+00,83.3187,-0.00248438
1.359880e+00,83.3594,0.00334375
1.359900e+00,83.3469,-0.00125
1.359920e+00,83.3469,0.000165625
1.359940e+00,83.2969,-0.00195312
1.359960e+00,83.3125,-0.0029375
1.359980e+00,83.3625,0.00250313
1.360000e+00,83.3531,-0.0011
1.360020e+00,83.3375,0.000653125
1.360040e+00,83.3344,-0.00176875
1.360060e+00,83.2969,-0.00239063
1.360080e+00,83.2969,0.00166563
1.360100e+00,83.3,-0.00135313
1.360120e+00,83.3469,0.000734375
1.360140e+00,83.3625,-0.00235938
1.360160e+00,83.3375,-0.00158125
1.360180e+00,83.3125,0.000234375
1.360200e+00,83.325,-0.000340625
1.360220e+00,83.2938,0.000475
1.360240e+00,83.3094,-0.001525
1.360260e+00,83.325,-0.00172813
1.360280e+00,83.35,-0.0016375
1.360300e+00,83.3344,0.00145312
1.360320e+00,83.3281,0.0002375
1.360340e+00,83.3219,-0.00152813
1.360360e+00,83.3531,-0.000534375
1.360380e+00,83.3344,-0.00291563
1.360400e+00,83.35,0.00316563
1.360420e+00,83.3625,0.000565625
1.360440e+00,83.325,-0.000584375
1.360460e+00,83.3594,-0.00026875
1.360480e+00,83.325,-0.00327812
1.360500e+00,83.3063,0.00280937
1.360520e+00,83.2687,-4.375e-05
1.360540e+00,83.2781,-0.000434375
1.360560e+00,83.3,-0.000615625
1.360580e+00,83.2938,-0.00304375
1.360600e+00,83.3344,0.00219688
1.360620e+00,83.3,-0.000653125
1.360640e+00,83.3375,0.000346875
1.360660e+00,83.3344,-0.00051875
1.360680e+00,83.2812,-0.00305625
1.360700e+00,83.3375,0.00243125
1.360720e+00,83.3219,0.000140625
1.360740e+00,83.325,-1.25e-05
1.360760e+00,83.325,-0.0001375
1.360780e+00,83.3063,-0.00265
1.360800e+00,83.3187,-0.000178125
1.360820e+00,83.3125,-0.000225
1.360840e+00,83.3094,0.0004375
1.360860e+00,83.3094,-0.0003125
1.360880e+00,83.3688,-0.0022375
1.360900e+00,83.3187,-0.000984375
1.360920e+00,83.3531,0.0007625
1.360940e+00,83.3531,0.00091875
1.360960e+00,83.325,-0.000978125
1.360980e+00,83.3187,-0.00123125
1.361000e+00,83.3063,-0.00289063
1.361020e+00,83.3281,0.00096875
