Model,MDO4104-3
Firmware Version,3.18

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.2,
Horizontal Delay,1.82,
Sample Interval,2e-05,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,20,0.02
Vertical Position,-0.18,-0.74
,,
,,
,,
Label,,
TIME,CH1,CH3
1.989400e+00,9.79375,0.0429188
1.989420e+00,9.79375,0.0429031
1.989440e+00,9.84375,0.0424844
1.989460e+00,9.85,0.0391688
1.989480e+00,9.85625,0.0404906
1.989500e+00,9.87813,0.0414594
1.989520e+00,9.86562,0.0416938
1.989540e+00,9.88438,0.0443
1.989560e+00,9.87813,0.0399219
1.989580e+00,9.94375,0.0403375
1.989600e+00,9.91875,0.0422031
1.989620e+00,9.93438,0.0402062
1.989640e+00,9.90938,0.0452875
1.989660e+00,9.93125,0.0398219
1.989680e+00,9.95937,0.0424188
1.989700e+00,9.94688,0.0413406
1.989720e+00,9.97813,0.0404188
1.989740e+00,9.99062,0.0421563
1.989760e+00,9.975,0.0410531
1.989780e+00,10.0125,0.0416938
1.989800e+00,10.0406,0.0429906
1.989820e+00,10.0312,0.0402313
1.989840e+00,10.0531,0.0424063
1.989860e+00,10.0344,0.0409375
1.989880e+00,10.0188,0.0415594
1.989900e+00,10.0719,0.0421969
1.989920e+00,10.1094,0.04235
1.989940e+00,10.1219,0.0428813
1.989960e+00,10.1219,0.0405313
1.989980e+00,10.1438,0.0405719
1.990000e+00,10.1156,0.0423531
1.990020e+00,10.1562,0.0412125
1.990040e+00,10.1688,0.043575
1.990060e+00,10.1375,0.0408562
1.990080e+00,10.1531,0.0392625
1.990100e+00,10.125,0.0409469
1.990120e+00,10.1438,0.0418813
1.990140e+00,10.175,0.0418031
1.990160e+00,10.1906,0.0440125
1.990180e+00,10.1813,0.0401219
1.990200e+00,10.175,0.0392094
1.990220e+00,10.2156,0.042975
1.990240e+00,10.2188,0.0401344
1.990260e+00,10.1813,0.03945
1.990280e+00,10.2313,0.0436187
1.990300e+00,10.2438,0.0391125
1.990320e+00,10.2344,0.0412281
1.990340e+00,10.2719,0.041875
1.990360e+00,10.2375,0.0402344
1.990380e+00,10.2656,0.0395937
1.990400e+00,10.3,0.0431531
1.990420e+00,10.3031,0.0422031
1.990440e+00,10.3063,0.040175
1.990460e+00,10.3031,0.04435
1.990480e+00,10.3031,0.0413875
1.990500e+00,10.3063,0.0378125
1.990520e+00,10.3438,0.0455031
1.990540e+00,10.3125,0.0404063
1.990560e+00,10.3344,0.0427156
1.990580e+00,10.3125,0.043425
1.990600e+00,10.325,0.0377469
1.990620e+00,10.3531,0.0416969
1.990640e+00,10.3594,0.0427156
1.990660e+00,10.3812,0.0429094
1.990680e+00,10.3688,0.0434531
1.990700e+00,10.3844,0.0401813
1.990720e+00,10.3844,0.0417781
1.990740e+00,10.3969,0.0393156
1.990760e+00,10.4156,0.0442281
1.990780e+00,10.4281,0.0431219
1.990800e+00,10.4437,0.0405156
1.990820e+00,10.4563,0.0418875
1.990840e+00,10.5219,0.0407406
1.990860e+00,10.4938,0.0419219
1.990880e+00,10.5094,0.040725
1.990900e+00,10.4938,0.0409781
1.990920e+00,10.4906,0.0419969
1.990940e+00,10.4781,0.0405313
1.990960e+00,10.5594,0.0439812
1.990980e+00,10.5219,0.0400375
1.991000e+00,10.5094,0.0418531
1.991020e+00,10.5625,0.0396594
1.991040e+00,10.5625,0.0433406
1.991060e+00,10.55,0.0419563
1.991080e+00,10.5375,0.0421438
1.991100e+00,10.575,0.0429063
1.991120e+00,10.5344,0.0375156
1.991140e+00,10.6125,0.0422906
1.991160e+00,10.6156,0.042325
1.991180e+00,10.6438,0.0414719
1.991200e+00,10.6469,0.0457781
1.991220e+00,10.6125,0.0377062
1.991240e+00,10.6219,0.0413469
1.991260e+00,10.6188,0.0407344
1.991280e+00,10.6438,0.0423469
1.991300e+00,10.6562,0.0442719
1.991320e+00,10.6719,0.040325
1.991340e+00,10.6562,0.0418313
1.991360e+00,10.6562,0.0393406
1.991380e+00,10.6875,0.0434844
1.991400e+00,10.7094,0.0441656
1.991420e+00,10.6813,0.0401938
1.991440e+00,10.7,0.0441781
1.991460e+00,10.7406,0.0396594
1.991480e+00,10.7375,0.0411969
1.991500e+00,10.7656,0.0437156
1.991520e+00,10.7375,0.0409562
1.991540e+00,10.7938,0.042275
1.991560e+00,10.7906,0.0415469
1.991580e+00,10.7625,0.0422563
1.991600e+00,10.7656,0.0398906
1.991620e+00,10.7844,0.0434281
1.991640e+00,10.8219,0.0407094
1.991660e+00,10.8594,0.0419125
1.991680e+00,10.8313,0.0441906
1.991700e+00,10.8187,0.0405563
1.991720e+00,10.8469,0.0420344
1.991740e+00,10.85,0.0402281
1.991760e+00,10.8031,0.0411844
1.991780e+00,10.8219,0.0430813
1.991800e+00,10.825,0.042525
1.991820e+00,10.825,0.04405
1.991840e+00,10.8344,0.0385656
1.991860e+00,10.875,0.0419687
1.991880e+00,10.8906,0.0410625
1.991900e+00,10.9031,0.0423531
1.991920e+00,10.9156,0.0453531
1.991940e+00,10.8906,0.0391281
1.991960e+00,10.9,0.0400906
1.991980e+00,10.9062,0.0416625
1.992000e+00,10.9,0.0407219
1.992020e+00,10.8781,0.0451656
1.992040e+00,10.9281,0.0406594
1.992060e+00,10.9406,0.0420219
1.992080e+00,10.9563,0.0415719
1.992100e+00,10.9344,0.0413375
1.992120e+00,10.9469,0.0430406
1.992140e+00,10.975,0.0420906
1.992160e+00,11,0.0412688
1.992180e+00,11,0.0412813
1.992200e+00,10.9969,0.0410156
1.992220e+00,11.0406,0.0422094
1.992240e+00,11.0375,0.0417469
1.992260e+00,11.0375,0.0426469
1.992280e+00,11.0656,0.041525
1.992300e+00,11.0844,0.0436594
1.992320e+00,11.0813,0.0417594
1.992340e+00,11.0906,0.0417563
1.992360e+00,11.0969,0.0409281
1.992380e+00,11.0938,0.042175
1.992400e+00,11.1031,0.0421062
1.992420e+00,11.1219,0.0434281
1.992440e+00,11.1625,0.0426031
1.992460e+00,11.1375,0.0389875
1.992480e+00,11.175,0.0418562
1.992500e+00,11.1719,0.0426125
1.992520e+00,11.1406,0.0415438
1.992540e+00,11.1469,0.0456406
1.992560e+00,11.1344,0.0404813
1.992580e+00,11.175,0.0391406
1.992600e+00,11.1813,0.0425406
1.992620e+00,11.1813,0.0413156
1.992640e+00,11.1906,0.0430906
1.992660e+00,11.2,0.0434688
1.992680e+00,11.2281,0.0395594
1.992700e+00,11.2688,0.0418031
1.992720e+00,11.2531,0.0422688
1.992740e+00,11.2594,0.0421406
1.992760e+00,11.2531,0.0428406
1.992780e+00,11.2875,0.0413531
1.992800e+00,11.3094,0.0419094
1.992820e+00,11.3031,0.0394094
1.992840e+00,11.3313,0.0436813
1.992860e+00,11.325,0.0420937
1.992880e+00,11.3156,0.0410656
1.992900e+00,11.3156,0.0446438
1.992920e+00,11.3531,0.0403031
1.992940e+00,11.4188,0.0429031
1.992960e+00,11.4094,0.0427187
1.992980e+00,11.3938,0.0401781
1.993000e+00,11.3844,0.0435
1.993020e+00,11.3812,0.0417063
1.993040e+00,11.4188,0.0429125
1.993060e+00,11.3812,0.041
1.993080e+00,11.3969,0.0401219
1.993100e+00,11.3812,0.040125
1.993120e+00,11.3938,0.0424
1.993140e+00,11.4094,0.0430625
1.993160e+00,11.4125,0.0422688
1.993180e+00,11.4469,0.0414063
1.993200e+00,11.5,0.0402844
1.993220e+00,11.4313,0.0422281
1.993240e+00,11.4531,0.0410156
1.993260e+00,11.45,0.0415313
1.993280e+00,11.45,0.0440719
1.993300e+00,11.4344,0.0394813
1.993320e+00,11.4719,0.0413688
1.993340e+00,11.4781,0.042125
1.993360e+00,11.4625,0.0401063
1.993380e+00,11.475,0.0436594
1.993400e+00,11.5281,0.0409844
1.993420e+00,11.5125,0.0427813
1.993440e+00,11.5031,0.0412656
1.993460e+00,11.4875,0.0426219
1.993480e+00,11.4938,0.042475
1.993500e+00,11.5188,0.0378938
1.993520e+00,11.55,0.0452406
1.993540e+00,11.5563,0.0407688
1.993560e+00,11.5312,0.0413
1.993580e+00,11.55,0.0440906
1.993600e+00,11.5594,0.0376125
1.993620e+00,11.6094,0.0411375
1.993640e+00,11.5969,0.0431563
1.993660e+00,11.6125,0.0427688
1.993680e+00,11.65,0.0425219
1.993700e+00,11.6281,0.0409156
1.993720e+00,11.6531,0.0411969
1.993740e+00,11.6562,0.0386469
1.993760e+00,11.6937,0.044025
1.993780e+00,11.6906,0.0420906
1.993800e+00,11.6937,0.0410625
1.993820e+00,11.6937,0.0435375
1.993840e+00,11.7,0.0398656
1.993860e+00,11.6656,0.0411094
1.993880e+00,11.6969,0.0421813
1.993900e+00,11.7188,0.0421969
1.993920e+00,11.7188,0.0406688
1.993940e+00,11.7219,0.0425531
1.993960e+00,11.7406,0.0416125
1.993980e+00,11.75,0.0392656
1.994000e+00,11.7875,0.0442875
1.994020e+00,11.7625,0.0393688
1.994040e+00,11.7875,0.0425031
1.994060e+00,11.7812,0.0438625
1.994080e+00,11.775,0.04075
1.994100e+00,11.8063,0.0440188
1.994120e+00,11.8063,0.0398125
1.994140e+00,11.7781,0.0416156
1.994160e+00,11.775,0.0429063
1.994180e+00,11.8219,0.0422531
1.994200e+00,11.875,0.0436563
1.994220e+00,11.8719,0.0386094
1.994240e+00,11.8719,0.0422531
1.994260e+00,11.9031,0.0406375
1.994280e+00,11.9031,0.0428094
1.994300e+00,11.9125,0.0446375
1.994320e+00,11.9531,0.0392094
1.994340e+00,11.95,0.041575
1.994360e+00,11.8844,0.0407094
1.994380e+00,11.9313,0.0411719
1.994400e+00,11.9313,0.0447688
1.994420e+00,11.95,0.0409281
1.994440e+00,11.9563,0.0417875
1.994460e+00,11.9313,0.0407094
1.994480e+00,11.9531,0.0415594
1.994500e+00,11.9719,0.0421156
1.994520e+00,11.9531,0.043375
1.994540e+00,11.9437,0.0406813
1.994560e+00,12.0188,0.0426875
1.994580e+00,12.0375,0.0418344
1.994600e+00,12.0125,0.0412875
1.994620e+00,12.0406,0.0433906
1.994640e+00,12.0469,0.0418344
1.994660e+00,12.0469,0.0411219
1.994680e+00,12.0625,0.0433719
1.994700e+00,12.0687,0.0406875
1.994720e+00,12.1062,0.0424125
1.994740e+00,12.1219,0.0409875
1.994760e+00,12.1438,0.0415313
1.994780e+00,12.1406,0.0424687
1.994800e+00,12.1406,0.0430875
1.994820e+00,12.1312,0.0426469
1.994840e+00,12.1188,0.0397563
1.994860e+00,12.1562,0.0424687
1.994880e+00,12.1906,0.0427563
1.994900e+00,12.1969,0.0412531
1.994920e+00,12.2188,0.0458
1.994940e+00,12.2125,0.0408719
1.994960e+00,12.2,0.0399188
1.994980e+00,12.2156,0.0436219
1.995000e+00,12.2312,0.0405156
1.995020e+00,12.2438,0.0434781
1.995040e+00,12.25,0.0431125
1.995060e+00,12.2375,0.0399406
1.995080e+00,12.2844,0.0411156
1.995100e+00,12.2281,0.0413625
1.995120e+00,12.25,0.0428281
1.995140e+00,12.2719,0.0430344
1.995160e+00,12.2688,0.04205
1.995180e+00,12.2937,0.0423219
1.995200e+00,12.3,0.0401906
1.995220e+00,12.325,0.0438938
1.995240e+00,12.3187,0.0417219
1.995260e+00,12.2937,0.0418688
1.995280e+00,12.3125,0.043375
1.995300e+00,12.3344,0.0412969
1.995320e+00,12.3594,0.0422
1.995340e+00,12.3625,0.0429344
1.995360e+00,12.3469,0.0408469
1.995380e+00,12.3688,0.0422969
1.995400e+00,12.3812,0.0442
1.995420e+00,12.3656,0.0426031
1.995440e+00,12.4,0.0414719
1.995460e+00,12.4344,0.0426219
1.995480e+00,12.4344,0.0403094
1.995500e+00,12.4375,0.0440594
1.995520e+00,12.4469,0.043375
1.995540e+00,12.4594,0.0426594
1.995560e+00,12.4375,0.0424844
1.995580e+00,12.4344,0.0385969
1.995600e+00,12.4344,0.042125
1.995620e+00,12.4875,0.0427187
1.995640e+00,12.4781,0.0430063
1.995660e+00,12.4844,0.0428969
1.995680e+00,12.55,0.0391031
1.995700e+00,12.5312,0.0427312
1.995720e+00,12.5312,0.0412281
1.995740e+00,12.55,0.0440844
1.995760e+00,12.5531,0.0439281
1.995780e+00,12.5312,0.0403156
1.995800e+00,12.5563,0.0430344
1.995820e+00,12.5687,0.0399219
1.995840e+00,12.5969,0.044025
1.995860e+00,12.6188,0.0446531
1.995880e+00,12.6094,0.0399344
1.995900e+00,12.625,0.0448594
1.995920e+00,12.6188,0.0403531
1.995940e+00,12.5938,0.042175
1.995960e+00,12.5844,0.0428094
1.995980e+00,12.6125,0.0416344
1.996000e+00,12.6406,0.0429094
1.996020e+00,12.65,0.0433813
1.996040e+00,12.6594,0.0425031
1.996060e+00,12.6813,0.0405875
1.996080e+00,12.6906,0.0430406
1.996100e+00,12.7312,0.0421
1.996120e+00,12.7094,0.0413469
1.996140e+00,12.7219,0.0455938
1.996160e+00,12.7438,0.0408219
1.996180e+00,12.75,0.0416625
1.996200e+00,12.7344,0.0413
1.996220e+00,12.7188,0.0390812
1.996240e+00,12.7688,0.0400781
1.996260e+00,12.8,0.0448781
1.996280e+00,12.7906,0.0431313
1.996300e+00,12.7875,0.0395469
1.996320e+00,12.7781,0.0425531
1.996340e+00,12.8187,0.0413906
1.996360e+00,12.8187,0.0406688
1.996380e+00,12.8,0.0470344
1.996400e+00,12.8187,0.0383906
1.996420e+00,12.8125,0.0419438
1.996440e+00,12.8281,0.0426375
1.996460e+00,12.8781,0.0404938
1.996480e+00,12.9062,0.0425156
1.996500e+00,12.8594,0.0408375
1.996520e+00,12.8812,0.0427813
1.996540e+00,12.9187,0.0415969
1.996560e+00,12.9187,0.0428031
1.996580e+00,12.9281,0.04285
1.996600e+00,12.9563,0.0390063
1.996620e+00,12.9688,0.04375
1.996640e+00,12.95,0.0426219
1.996660e+00,12.9406,0.0428437
1.996680e+00,12.975,0.0431906
1.996700e+00,12.9625,0.0403813
1.996720e+00,12.9656,0.0407656
1.996740e+00,12.9625,0.0399438
1.996760e+00,13.0094,0.0417312
1.996780e+00,13.0156,0.0437781
1.996800e+00,13.0344,0.0427938
1.996820e+00,13.0062,0.0425406
1.996840e+00,13.0031,0.0405438
1.996860e+00,13.0437,0.0421406
1.996880e+00,13.075,0.0424563
1.996900e+00,13.0719,0.0441781
1.996920e+00,13.0563,0.0411281
1.996940e+00,13.0781,0.0421719
1.996960e+00,13.0844,0.0414781
1.996980e+00,13.0625,0.0408437
1.997000e+00,13.0687,0.0431969
1.997020e+00,13.0625,0.0413156
1.997040e+00,13.0594,0.0409125
1.997060e+00,13.1031,0.0439688
1.997080e+00,13.1,0.0401094
1.997100e+00,13.1375,0.0428219
1.997120e+00,13.1156,0.0403781
1.997140e+00,13.1781,0.0431844
1.997160e+00,13.1687,0.0429313
1.997180e+00,13.1469,0.0428313
1.997200e+00,13.1531,0.043725
1.997220e+00,13.1281,0.03935
1.997240e+00,13.1969,0.0422688
1.997260e+00,13.2156,0.0438531
1.997280e+00,13.2,0.0412156
1.997300e+00,13.1969,0.0458563
1.997320e+00,13.2281,0.0410875
1.997340e+00,13.2344,0.0398312
1.997360e+00,13.25,0.0442562
1.997380e+00,13.2219,0.0409562
1.997400e+00,13.2375,0.0443094
1.997420e+00,13.2375,0.0439969
1.997440e+00,13.225,0.0410625
1.997460e+00,13.2406,0.0406969
1.997480e+00,13.2812,0.0426906
1.997500e+00,13.3063,0.0428156
1.997520e+00,13.2625,0.04225
1.997540e+00,13.3187,0.0427031
1.997560e+00,13.35,0.0408875
1.997580e+00,13.3219,0.0402875
1.997600e+00,13.2812,0.0433687
1.997620e+00,13.3187,0.0412156
1.997640e+00,13.3625,0.0420031
1.997660e+00,13.3875,0.0427063
1.997680e+00,13.35,0.0421938
1.997700e+00,13.3375,0.0417875
1.997720e+00,13.3906,0.0435125
1.997740e+00,13.3781,0.0407625
1.997760e+00,13.4031,0.0420219
1.997780e+00,13.4281,0.0433625
1.997800e+00,13.4469,0.0416094
1.997820e+00,13.4406,0.0422969
1.997840e+00,13.4594,0.0424
1.997860e+00,13.4031,0.0395188
1.997880e+00,13.4563,0.0444906
1.997900e+00,13.4875,0.0419656
1.997920e+00,13.4531,0.0423188
1.997940e+00,13.5125,0.0413875
1.997960e+00,13.4938,0.0397656
1.997980e+00,13.5219,0.0422906
1.998000e+00,13.5219,0.0424875
1.998020e+00,13.525,0.0432344
1.998040e+00,13.5375,0.0438219
1.998060e+00,13.525,0.0392469
1.998080e+00,13.5406,0.0422969
1.998100e+00,13.5125,0.0409594
1.998120e+00,13.5469,0.0448594
1.998140e+00,13.5531,0.0428031
1.998160e+00,13.5781,0.0418875
1.998180e+00,13.5969,0.0422031
1.998200e+00,13.5813,0.0399781
1.998220e+00,13.5969,0.0437406
1.998240e+00,13.6031,0.0439
1.998260e+00,13.6094,0.0411188
1.998280e+00,13.6344,0.0442344
1.998300e+00,13.6188,0.0405625
1.998320e+00,13.6219,0.0424406
1.998340e+00,13.6063,0.0432875
1.998360e+00,13.6312,0.0427469
1.998380e+00,13.6781,0.042375
1.998400e+00,13.6969,0.044125
1.998420e+00,13.6906,0.0420781
1.998440e+00,13.7063,0.041575
1.998460e+00,13.6969,0.0434125
1.998480e+00,13.6906,0.0409
1.998500e+00,13.7156,0.0425156
1.998520e+00,13.7406,0.044875
1.998540e+00,13.7281,0.0413469
1.998560e+00,13.7313,0.0431969
1.998580e+00,13.7594,0.0408969
1.998600e+00,13.775,0.0426375
1.998620e+00,13.7688,0.0428375
1.998640e+00,13.8063,0.0428562
1.998660e+00,13.8219,0.0440594
1.998680e+00,13.8094,0.0380344
1.998700e+00,13.8094,0.0443875
1.998720e+00,13.825,0.0412062
1.998740e+00,13.8,0.0432719
1.998760e+00,13.8656,0.0464063
1.998780e+00,13.8375,0.0394125
1.998800e+00,13.8969,0.0427219
1.998820e+00,13.8812,0.0420031
1.998840e+00,13.8844,0.0422531
1.998860e+00,13.8812,0.0447594
1.998880e+00,13.8469,0.0413875
1.998900e+00,13.8531,0.0423094
1.998920e+00,13.8906,0.03955
1.998940e+00,13.8781,0.0427625
1.998960e+00,13.8938,0.0423313
1.998980e+00,13.9094,0.0421875
1.999000e+00,13.9344,0.0432312
1.999020e+00,13.9469,0.0408719
1.999040e+00,13.9219,0.0427719
1.999060e+00,13.9781,0.0423875
1.999080e+00,14.025,0.0416625
1.999100e+00,14.0125,0.0401469
1.999120e+00,13.9906,0.0421125
1.999140e+00,13.9781,0.0445281
1.999160e+00,13.9844,0.0416688
1.999180e+00,13.9719,0.0432594
1.999200e+00,14.0062,0.0406688
1.999220e+00,13.9844,0.0410094
1.999240e+00,14.0031,0.0428562
1.999260e+00,14.0281,0.0428969
1.999280e+00,14.0344,0.0430813
1.999300e+00,14.0469,0.03925
1.999320e+00,14.1125,0.0415281
1.999340e+00,14.0969,0.0416625
1.999360e+00,14.1063,0.0413562
1.999380e+00,14.1344,0.047425
1.999400e+00,14.1375,0.040425
1.999420e+00,14.1531,0.0419531
1.999440e+00,14.1688,0.0437656
1.999460e+00,14.1281,0.040125
1.999480e+00,14.1438,0.0432813
1.999500e+00,14.1625,0.0427719
1.999520e+00,14.1656,0.0423437
1.999540e+00,14.1531,0.0418156
1.999560e+00,14.1656,0.0430531
1.999580e+00,14.175,0.0430563
1.999600e+00,14.1813,0.0395313
1.999620e+00,14.1937,0.0451563
1.999640e+00,14.2375,0.0419
1.999660e+00,14.2188,0.0413094
1.999680e+00,14.2219,0.0452969
1.999700e+00,14.2188,0.0408281
1.999720e+00,14.2344,0.040425
1.999740e+00,14.2156,0.0419219
1.999760e+00,14.2344,0.0427437
1.999780e+00,14.2375,0.0432594
1.999800e+00,14.2344,0.0447531
1.999820e+00,14.2219,0.0396188
1.999840e+00,14.2531,0.0400594
1.999860e+00,14.3063,0.0435813
1.999880e+00,14.3187,0.0426219
1.999900e+00,14.2938,0.0436594
1.999920e+00,14.3313,0.0425156
1.999940e+00,14.3031,0.040475
1.999960e+00,14.3063,0.0424625
1.999980e+00,14.3688,0.0424844
2.000000e+00,14.3344,0.0420781
2.000020e+00,14.3688,0.0431313
2.000040e+00,14.375,0.0418188
2.000060e+00,14.4,0.0427469
2.000080e+00,14.4219,0.0412938
2.000100e+00,14.4344,0.0434406
2.000120e+00,14.425,0.0413656
2.000140e+00,14.3938,0.0417063
2.000160e+00,14.425,0.0446312
2.000180e+00,14.3938,0.0420094
2.000200e+00,14.4156,0.0429125
2.000220e+00,14.4375,0.0420875
2.000240e+00,14.4625,0.0406188
2.000260e+00,14.4563,0.0451312
2.000280e+00,14.4563,0.0416219
2.000300e+00,14.4906,0.0438938
2.000320e+00,14.4844,0.0418875
2.000340e+00,14.5125,0.0409406
2.000360e+00,14.4844,0.0433562
2.000380e+00,14.4906,0.0435375
2.000400e+00,14.5375,0.0447813
2.000420e+00,14.5469,0.0436875
2.000440e+00,14.5312,0.0399344
2.000460e+00,14.5469,0.0423375
2.000480e+00,14.5469,0.0418437
2.000500e+00,14.575,0.0449781
2.000520e+00,14.5938,0.0432719
2.000540e+00,14.5906,0.0433
2.000560e+00,14.5531,0.0424063
2.000580e+00,14.5656,0.0411781
2.000600e+00,14.5938,0.0437375
2.000620e+00,14.5625,0.0435313
2.000640e+00,14.5844,0.0418188
2.000660e+00,14.6188,0.0426438
2.000680e+00,14.6312,0.0415344
2.000700e+00,14.6406,0.0418656
2.000720e+00,14.6719,0.0422844
2.000740e+00,14.7219,0.044625
2.000760e+00,14.675,0.0408375
2.000780e+00,14.6813,0.0451656
2.000800e+00,14.6875,0.042175
2.000820e+00,14.6719,0.0414094
2.000840e+00,14.6813,0.04505
2.000860e+00,14.6688,0.0403844
2.000880e+00,14.7344,0.0436594
2.000900e+00,14.7375,0.0436094
2.000920e+00,14.7562,0.0420844
2.000940e+00,14.7625,0.0431563
2.000960e+00,14.75,0.04035
2.000980e+00,14.7844,0.0439719
2.001000e+00,14.8344,0.042375
2.001020e+00,14.825,0.0448094
2.001040e+00,14.8438,0.0434438
2.001060e+00,14.85,0.0385969
2.001080e+00,14.9,0.0445688
2.001100e+00,14.85,0.0408719
2.001120e+00,14.8313,0.0435188
2.001140e+00,14.8469,0.0459625
2.001160e+00,14.8625,0.0397094
2.001180e+00,14.8656,0.0412438
2.001200e+00,14.875,0.0420937
2.001220e+00,14.9031,0.042375
2.001240e+00,14.9188,0.04395
2.001260e+00,14.8906,0.0424937
2.001280e+00,14.8906,0.0419156
2.001300e+00,14.8656,0.0405781
2.001320e+00,14.9125,0.0437125
2.001340e+00,14.9406,0.0412438
2.001360e+00,14.9437,0.0440781
2.001380e+00,14.9594,0.0421813
2.001400e+00,14.9563,0.0419938
2.001420e+00,14.9688,0.0432094
2.001440e+00,14.9437,0.0415281
2.001460e+00,14.9875,0.0436344
2.001480e+00,14.975,0.0429188
2.001500e+00,14.9531,0.0431969
2.001520e+00,14.9969,0.0443938
2.001540e+00,15,0.0414719
2.001560e+00,15.0156,0.0439812
2.001580e+00,15.0375,0.0411625
2.001600e+00,15.05,0.0443156
2.001620e+00,15.05,0.04285
2.001640e+00,15.0844,0.0425969
2.001660e+00,15.0531,0.0447594
2.001680e+00,15.0312,0.0392875
2.001700e+00,15.05,0.0431938
2.001720e+00,15.0406,0.0440531
2.001740e+00,15.0687,0.0411594
2.001760e+00,15.1031,0.0464625
2.001780e+00,15.0563,0.0392469
2.001800e+00,15.0687,0.041425
2.001820e+00,15.1312,0.042825
2.001840e+00,15.1531,0.0425344
2.001860e+00,15.1188,0.0439875
2.001880e+00,15.125,0.0430625
2.001900e+00,15.1312,0.0412719
2.001920e+00,15.1531,0.0402
2.001940e+00,15.1594,0.0431156
2.001960e+00,15.175,0.0435531
2.001980e+00,15.1594,0.0412031
2.002000e+00,15.1719,0.0432375
2.002020e+00,15.2,0.0402875
2.002040e+00,15.2219,0.0423219
2.002060e+00,15.2281,0.0434125
2.002080e+00,15.2313,0.0408906
2.002100e+00,15.2219,0.0394844
2.002120e+00,15.2125,0.0445469
2.002140e+00,15.2594,0.0424063
2.002160e+00,15.2844,0.0414656
2.002180e+00,15.2719,0.0446531
2.002200e+00,15.2562,0.0398906
2.002220e+00,15.2594,0.0391813
2.002240e+00,15.2969,0.0461063
2.002260e+00,15.2875,0.0417219
2.002280e+00,15.3094,0.0434375
2.002300e+00,15.2906,0.0415937
2.002320e+00,15.275,0.0407125
2.002340e+00,15.3125,0.0412531
2.002360e+00,15.3125,0.043875
2.002380e+00,15.3031,0.0439969
2.002400e+00,15.3219,0.04235
2.002420e+00,15.3094,0.0421688
2.002440e+00,15.35,0.042375
2.002460e+00,15.3719,0.0399469
2.002480e+00,15.3969,0.0458156
2.002500e+00,15.4094,0.0426469
2.002520e+00,15.3906,0.0411188
2.002540e+00,15.4094,0.0442469
2.002560e+00,15.3938,0.0408156
2.002580e+00,15.4125,0.0425031
2.002600e+00,15.3938,0.0435469
2.002620e+00,15.4094,0.0416156
2.002640e+00,15.4094,0.0424156
2.002660e+00,15.4375,0.0410875
2.002680e+00,15.4531,0.0435875
2.002700e+00,15.4781,0.0415031
2.002720e+00,15.475,0.0410688
2.002740e+00,15.4719,0.0419563
2.002760e+00,15.5031,0.0436563
2.002780e+00,15.5156,0.0444406
2.002800e+00,15.5406,0.0434937
2.002820e+00,15.5156,0.0415656
2.002840e+00,15.5125,0.0410125
2.002860e+00,15.5156,0.041775
2.002880e+00,15.5312,0.0437719
2.002900e+00,15.5156,0.0422031
2.002920e+00,15.5219,0.0425625
2.002940e+00,15.5438,0.0403781
2.002960e+00,15.5219,0.0408094
2.002980e+00,15.5469,0.0434531
2.003000e+00,15.575,0.0436062
2.003020e+00,15.5594,0.0428031
2.003040e+00,15.55,0.0417719
2.003060e+00,15.5594,0.0424563
2.003080e+00,15.55,0.0405469
2.003100e+00,15.6125,0.0439594
2.003120e+00,15.6156,0.0444656
2.003140e+00,15.6125,0.0400594
2.003160e+00,15.6438,0.0454313
2.003180e+00,15.6,0.041325
2.003200e+00,15.6375,0.0411563
2.003220e+00,15.6375,0.0451875
2.003240e+00,15.6406,0.0405281
2.003260e+00,15.6969,0.0437813
2.003280e+00,15.6906,0.0437688
2.003300e+00,15.6688,0.0427938
2.003320e+00,15.6688,0.0432125
2.003340e+00,15.6781,0.0406594
2.003360e+00,15.6688,0.04345
2.003380e+00,15.6906,0.0420875
2.003400e+00,15.7344,0.0462656
2.003420e+00,15.7188,0.0426719
2.003440e+00,15.7344,0.0403375
2.003460e+00,15.7063,0.0437813
2.003480e+00,15.7188,0.0407906
2.003500e+00,15.7594,0.0445969
2.003520e+00,15.7656,0.0441594
2.003540e+00,15.7594,0.0415
2.003560e+00,15.7625,0.0419687
2.003580e+00,15.7594,0.0426187
2.003600e+00,15.7938,0.0430469
2.003620e+00,15.7906,0.0443531
2.003640e+00,15.8187,0.0447531
2.003660e+00,15.7938,0.0413344
2.003680e+00,15.8031,0.0420031
2.003700e+00,15.8094,0.0435469
2.003720e+00,15.85,0.0409531
2.003740e+00,15.8688,0.0451563
2.003760e+00,15.8625,0.0418594
2.003780e+00,15.8469,0.042975
2.003800e+00,15.8688,0.0433844
2.003820e+00,15.8625,0.041525
2.003840e+00,15.8875,0.0447938
2.003860e+00,15.9094,0.0415531
2.003880e+00,15.925,0.0440188
2.003900e+00,15.925,0.0437156
2.003920e+00,15.925,0.0414219
2.003940e+00,15.9313,0.0441594
2.003960e+00,15.9156,0.0397531
2.003980e+00,15.9031,0.0449875
2.004000e+00,15.9313,0.04205
2.004020e+00,15.9219,0.0436406
2.004040e+00,15.9781,0.0436187
2.004060e+00,15.9594,0.0397531
2.004080e+00,15.9437,0.0436219
